,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,pub_year,century,is_big_book 
2363,Odds Against (Sid Halley  #1),Dick Francis,4.06,eng,288.0,3749,130,2/1/2005,G.P. Putnam's Sons,2005,21th,small
2364,Banker,Dick Francis,4.06,eng,288.0,3092,132,10/3/2000,Michael Joseph,2000,21th,small
2365,Whip Hand (Sid Halley  #2),Dick Francis,4.10,eng,304.0,5108,143,6/7/2005,G.P. Putnam's Sons,2005,21th,small
2366,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,eng,468.0,82,2,7/12/1987,Fawcett,1987,20th,big
2367,The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,3.79,eng,221.0,64,3,3/22/1992,Fawcett,1992,20th,small
2369,Odds Against,Dick Francis,4.06,eng,277.0,56,4,4/1/2000,Jove,2000,21th,small
2370,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,4.15,eng,32.0,1371,205,7/25/2006,G.P. Putnam's Sons Books for Young Readers,2006,21th,small
2371,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,3.33,eng,214.0,204,30,10/24/2005,Profile Books,2005,21th,small
2372,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,4.25,eng,606.0,155,16,9/14/2006,Robert Rose,2006,21th,big
2373,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.10,eng,459.0,541,95,10/17/2003,W. W. Norton  Company,2003,21th,big
2374,The Making of Master and Commander: The Far Side of the World,Tom McGregor,3.97,eng,168.0,96,13,10/17/2003,W. W. Norton  Company,2003,21th,small
2375,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,4.32,eng,10.0,3659,80,10/1/2005,Blackstone Audiobooks,2005,21th,small
2376,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.80,eng,372.0,799,31,2/28/2006,Avon,2006,21th,small
2378,Stanley Park,Timothy  Taylor,3.57,eng,436.0,1818,89,9/25/2003,Counterpoint LLC,2003,21th,big
2379,Crow Lake,Mary Lawson,3.88,eng,324.0,14109,1591,1/13/2003,Dial Press Trade Paperback,2003,21th,small
2380,Xenocide (Ender's Saga  #3),Orson Scott Card/Piotr W. Cholewa,3.79,eng,592.0,119937,3139,7/15/1996,Tor Books,1996,20th,big
2381,The Life of Sir Arthur Conan Doyle,John Dickson Carr/Daniel Stashower,4.01,eng,320.0,148,6,11/11/2003,Da Capo Press,2003,21th,small
2382,The Lost World (TV Tie-in),Arthur Conan Doyle/Philip Gooden,3.92,eng,224.0,18,4,9/3/2002,Penguin Books,2002,21th,small
2383,Las aventuras de Sherlock Holmes,Arthur Conan Doyle/Javier Gomez Rea,4.33,eng,192.0,116,11,4/1/2005,Edimat Libros,2005,21th,small
2384,Wild Ducks Flying Backward,Tom Robbins,3.55,eng,272.0,5768,262,8/29/2006,Bantam,2006,21th,small
2385,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins/Kenneth H. Blanchard/Jason Winters,4.23,eng,448.0,25135,420,12/22/1997,Free Press,1997,20th,big
2386,Robbins and Cotran Review of Pathology,Edward C. Klatt/Vinay   Kumar,4.33,eng,432.0,55,6,11/12/2004,Saunders,2004,21th,big
2387,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,eng,445.0,24792,1139,5/29/2001,Bantam,2001,21th,big
2388,Jitterbug Perfume,Tom Robbins,4.25,eng,342.0,54516,2721,4/9/2001,No Exit Press,2001,21th,small
2389,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.20,eng,224.0,166574,2192,4/26/2005,Del Rey,2005,21th,small
2390,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,eng,167.0,93997,1394,3/8/2002,Picador USA,2002,21th,small
2391,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams/Martin  Freeman,4.22,eng,6.0,493,95,6/1/2006,Random House Audio Publishing Group,2006,21th,small
2392,Starship Titanic,Terry Jones/Marie-Catherine Caillava,3.60,fre,189.0,8790,152,11/30/2001,J'ai Lu,2001,21th,small
2393,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,4.22,eng,180.0,3115,306,3/8/2002,Picador USA,2002,21th,small
2394,The Illustrated Hitchhiker's Guide To The Galaxy,Douglas Adams,4.35,eng,96.0,294,19,10/11/1994,Harmony,1994,20th,small
2395,Margaret Atwood: The Handmaid's Tale,Hélène Greven-Borde,4.27,fre,108.0,2122,86,11/1/1998,Klincksieck,1998,20th,small
2396,Point to Point Navigation,Gore Vidal,3.70,eng,277.0,621,90,11/7/2006,Doubleday Books,2006,21th,small
2397,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.77,eng,328.0,5783,433,5/24/2006,Rodale Books,2006,21th,small
2398,Palimpsest,Gore Vidal,3.99,eng,448.0,1485,94,9/1/1996,Penguin Books,1996,20th,big
2399,Lincoln,Gore Vidal,4.21,eng,672.0,7326,430,2/15/2000,Vintage,2000,21th,big
2400,Burr,Gore Vidal,4.07,eng,430.0,7265,526,2/15/2000,Vintage,2000,21th,big
2401,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.04,eng,302.0,17939,947,4/9/2002,Random House Trade,2002,21th,small
2402,Comfort Me With Apples,Ruth Reichl,4.04,eng,299.0,15,3,1/1/2001,Random house,2001,21th,small
2403,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,4.16,eng,506.0,8966,454,3/1/1998,Simon  Schuster,1998,20th,big
2404,Her Last Temptation,Leslie Kelly,3.59,eng,207.0,112,5,5/31/2005,Harlequin Temptation,2005,21th,small
2405,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,eng,496.0,4991,271,3/1/2005,St. Martin's Paperbacks,2005,21th,big
2406,The Last Temptation,Nikos Kazantzakis/Peter A. Bien,4.16,eng,589.0,114,14,11/10/1995,Faber  Faber,1995,20th,big
2407,Desert Dawn,Waris Dirie/Jeanne D'Haem,3.83,eng,240.0,2011,84,6/1/2004,Virago UK,2004,21th,small
2408,Desert Flower,Waris Dirie/Cathleen Miller,4.15,eng,240.0,11981,735,3/15/2011,William Morrow Paperbacks,2011,21th,small
2409,Desert Children,Waris Dirie/Corinna Milborn/Sheelagh Alabaster,3.71,eng,240.0,509,25,11/1/2005,Virago UK,2005,21th,small
2411,The Beach,Joanna Strange,3.84,eng,112.0,68,9,2/19/2001,Longman,2001,21th,small
2412,The Weekenders: Travels in the Heart of Africa,W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,3.16,eng,340.0,123,12,11/8/2001,Ebury Press,2001,21th,small
2413,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.69,eng,137.0,38506,4719,8/1/2006,Knopf Publishing Group,2006,21th,small
2414,Feel the Fear . . . and Do It Anyway,Susan  Jeffers,4.03,eng,217.0,506,53,12/26/2006,Ballantine Books,2006,21th,small
2415,Touch & Feel: Animals Boxed Set,Jennifer Quasha/Deni Brown/Dawn Sirett,4.04,eng,36.0,24,3,2/15/2003,DK Publishing,2003,21th,small
2416,Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis/Laura Cornell,4.16,eng,40.0,4171,518,7/31/2007,HarperCollins,2007,21th,small
2417,My First Word Touch and Feel,Anne Millard,3.79,eng,12.0,24,6,9/19/2001,DK Children,2001,21th,small
2418,When I Feel Angry,Nancy Cote/Cornelia Maude Spelman,3.98,eng,24.0,113,4,1/1/2000,Albert Whitman  Company,2000,21th,small
2419,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,4.00,eng,10.0,39,7,11/1/2003,Disney Press,2003,21th,small
2420,The White Masai,Corinne Hofmann/Peter Millar,3.45,eng,320.0,4504,491,10/10/2006,Amistad,2006,21th,small
2421,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,4.14,eng,128.0,5097,219,8/1/2006,Scholastic Paperbacks,2006,21th,small
2422,Ahora sabréis lo que es correr,Dave Eggers/María Victoria Alonso Blanco,3.63,spa,400.0,3,1,3/31/2004,Mondadori,2004,21th,small
2423,The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.31,eng,260.0,1253,54,4/23/2003,Dover Publications,2003,21th,small
2424,The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.26,eng,275.0,478,30,9/10/2004,Dover Publications,2004,21th,small
2425,The Adventures of Jimmy Skunk,Thornton W. Burgess/Thea Kliros/Harrison Cady,4.14,eng,96.0,275,19,5/20/1994,Dover Publications,1994,20th,small
2426,The Wanting Seed,Anthony Burgess,3.71,eng,288.0,5423,293,12/17/1996,W. W. Norton  Company,1996,20th,small
2427,A Clockwork Orange,Anthony Burgess/Blake Morrison,3.99,eng,159.0,5366,524,2/24/2000,Penguin Classics,2000,21th,small
2428,A Clockwork Orange,Anthony Burgess,3.99,eng,149.0,1422,124,9/3/1998,Penguin Books,1998,20th,small
2429,Clockwork Orange,Anthony Burgess,3.99,ger,235.0,65,7,3/1/2000,Heyne,2000,21th,small
2430,A Clockwork Orange (Stage Play),Anthony Burgess,3.84,eng,51.0,28,2,3/10/2017,Methuen Drama,2017,21th,small
2431,One Hand Clapping,Anthony Burgess,3.82,eng,224.0,1008,51,7/15/1999,Da Capo Press,1999,20th,small
2432,The Doctor is Sick,Anthony Burgess,3.62,eng,260.0,966,39,8/17/1997,W.W. Norton  Company,1997,20th,small
2433,Earthly Powers,Anthony Burgess,4.16,eng,649.0,2116,157,5/6/2004,Vintage Classics,2004,21th,big
2434,Past Mortem,Ben Elton,3.75,eng,460.0,4422,211,5/2/2005,Black Swan,2005,21th,big
2435,This Other Eden,Ben Elton,3.72,eng,400.0,2292,69,7/1/2003,Black Swan,2003,21th,small
2436,Saint-Exupéry,Stacy Schiff/Antoine de Saint-Exupéry,4.02,eng,560.0,208,27,2/7/2006,Holt Paperbacks,2006,21th,big
2437,Le Petit Prince,Antoine de Saint-Exupéry,4.31,fre,123.0,366,19,2/1/2004,Gallimard Jeunesse,2004,21th,small
2439,Macbeth,William Shakespeare/Alan Durband,3.90,eng,224.0,296,20,4/1/1985,Barrons Educational Series,1985,20th,small
2440,Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,3.79,eng,198.0,3280,188,6/1/1999,Warner Books,1999,20th,small
2441,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.83,eng,227.0,3318,204,1/1/2005,Warner Books,2005,21th,small
2442,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,eng,194.0,5757,321,7/1/2005,Warner Books,2005,21th,small
2443,Cliffs Notes on Shakespeare's Macbeth,Alex Went,3.59,eng,112.0,25,2,5/30/2000,Cliffs Notes,2000,21th,small
2444,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.80,eng,214.0,3015,167,3/1/2001,Warner Books,2001,21th,small
2445,A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,eng,333.0,2330,252,6/13/2006,Harper Perennial,2006,21th,small
2446,Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,4.05,eng,105.0,755,94,12/28/2006,Grosset & Dunlap,2006,21th,small
2447,Planet of the Apes,Pierre Boulle/Xan Fielding,3.95,eng,192.0,88,14,6/6/2000,Wings,2000,21th,small
2448,Planet of the Apes: Colony,William T. Quick,3.62,eng,288.0,24,1,3/25/2003,HarperEntertainment,2003,21th,small
2449,Planet of the Apes  Volume 1: Old Gods,Ian Edginton,2.62,eng,80.0,8,2,3/5/2002,Dark Horse Comics,2002,21th,small
2450,Planet of the Apes: The Fall,William T. Quick,2.92,eng,288.0,53,2,6/4/2002,HarperEntertainment,2002,21th,small
2452,Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,3.33,eng,183.0,12,1,6/1/1976,Ballantine Books,1976,20th,small
2453,Planet of the Apes: The Human War,Ian Edginton,3.28,eng,72.0,1,1,7/27/2001,Titan Books Ltd,2001,21th,small
2454,Battle for the Planet of the Apes,David Gerrold/John William Corrington/Joyce Hooper Corrington,3.66,eng,158.0,461,10,6/1/1973,Award Books,1973,20th,small
2456,The War of the Worlds,H.G. Wells/Arthur C. Clarke,3.82,eng,192.0,196425,4549,3/12/2002,Modern Library,2002,21th,small
2457,The Second World War: A Complete History,Martin  Gilbert,4.20,eng,928.0,919,44,6/1/2004,Holt McDougal,2004,21th,big
2458,A Short History of World War II,James L. Stokesbury,3.95,eng,416.0,472,41,1/1/1980,William Morrow Paperbacks,1980,20th,big
2460,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,eng,320.0,60,4,11/24/2011,Dover Publications,2011,21th,small
2461,The Invisible Man,H.G. Wells,3.64,eng,208.0,333,23,9/1/2004,Scholastic Paperbacks,2004,21th,small
2462,The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,4.11,eng,256.0,191128,4802,7/1/2001,Signet,2001,21th,small
2463,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,4.11,eng,5.0,135,20,3/30/2005,Naxos Audiobooks,2005,21th,small
2464,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,4.11,eng,272.0,66,7,8/22/2006,Candlewick Press,2006,21th,small
2465,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,4.51,eng,237.0,33,1,1/1/2005,Abdo Publishing Company,2005,21th,small
2466,Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,4.01,eng,320.0,7653,90,11/14/2006,Hachette Books,2006,21th,small
2467,Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,4.07,eng,336.0,4296,51,11/3/2004,Hachette Books,2004,21th,small
2468,The Lake of Souls (Cirque du Freak #10),Darren Shan,4.18,eng,272.0,18536,350,9/6/2006,Little  Brown Books for Young Readers,2006,21th,small
2469,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4.01,eng,169.0,41589,4153,6/1/2001,Scholastic Paperbacks,2001,21th,small
2470,Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,eng,372.0,4748,597,7/30/2002,Penguin Books,2002,21th,small
2471,Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.16,eng,208.0,26461,587,9/1/2003,Little  Brown Young Readers,2003,21th,small
2472,Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,4.21,eng,383.0,19217,271,1/15/1999,Albury Publishing,1999,20th,small
2473,Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,eng,202.0,24590,525,1/18/2008,Little  Brown Books for Young Readers,2008,21th,small
2474,Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,4.12,eng,320.0,492,32,10/5/2005,FaithWords,2005,21th,small
2475,Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,3.17,eng,371.0,139,25,12/29/2006,Thunder's Mouth Press Books,2006,21th,small
2476,Freak Show: Presenting Human Oddities for Amusement and Profit,Robert Bogdan,3.88,eng,336.0,210,18,5/15/1990,University of Chicago Press,1990,20th,small
2477,Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.06,eng,184.0,591,29,11/1/2001,Bethany House Publishers,2001,21th,small
2478,Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,eng,144.0,31,1,6/1/2004,Watson-Guptill Publications,2004,21th,small
2479,Jesus Freaks,Andre Duza,3.69,eng,390.0,55,7,4/20/2006,Deadite Press (Eraserhead Press),2006,21th,small
2480,Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin/Lindsey Johnston,3.55,eng,184.0,112,9,7/1/2005,Dr. Master Productions Inc.,2005,21th,small
2481,Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,4.03,eng,234.0,1458,175,5/2/2006,Seven Stories Press,2006,21th,small
2482,Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,3.72,eng,222.0,8410,751,9/12/2006,Anchor Books,2006,21th,small
2483,I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,3.51,eng,288.0,49042,4140,1/1/2006,Citadel,2006,21th,small
2484,Holidays on Ice,David Sedaris,3.92,eng,134.0,3590,251,11/1/1998,Back Bay,1998,20th,small
2486,The Long Walk,Richard Bachman/Stephen King,4.11,eng,370.0,94303,4453,4/1/1999,Signet,1999,20th,small
2487,Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela/Kofi Annan/Danny Glover,4.33,eng,6.0,79,16,12/1/2004,Little  Brown & Company,2004,21th,small
2488,Navajo Long Walk,Nancy M. Armstrong/Paulette Livers-Lambert,3.45,eng,128.0,56,11,7/1/1994,Roberts Rinehart Publishers,1994,20th,small
2489,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,eng,496.0,1278,207,4/1/2004,Bantam Press,2004,21th,big
2490,The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,eng,447.0,283,37,3/3/2003,Doubleday,2003,21th,big
2491,The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,4.05,eng,224.0,977,71,3/12/1964,Vintage,1964,20th,small
2492,Charles Dickens as a Legal Historian,William Holdsworth,4.00,eng,166.0,4,2,2/1/2010,Lawbook Exchange  Ltd.,2010,21th,small
2493,The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,3.89,eng,498.0,37,5,11/19/1979,University of Chicago Press,1979,20th,big
2494,What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,3.29,eng,169.0,24,2,1/1/1999,Bedford Books,1999,20th,small
2495,The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,3.78,eng,26.0,354,135,12/13/2005,Books on Tape,2005,21th,small
2496,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,eng,320.0,4040,259,1/7/2003,Broadway Books,2003,21th,small
2497,In a Dry Season (Inspector Banks  #10),Peter Robinson,4.13,eng,480.0,6193,355,7/3/2000,Avon,2000,21th,big
2498,Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe,4.30,eng,336.0,47,8,5/1/2004,East Bay Municipal Utility District,2004,21th,small
2499,In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,4.24,eng,504.0,819,31,10/1/2004,National Geographic Society,2004,21th,big
2500,Portrait Photographer's Handbook,Bill Hurter,3.62,eng,128.0,16,1,9/28/2004,Amherst Media  Inc.,2004,21th,small
2501,Portrait in Death (In Death  #16),J.D. Robb,4.39,eng,354.0,142,9,12/1/2005,Piatkus Books,2005,21th,small
2503,Le Portrait de Dorian Gray,Oscar Wilde/Michel Etienne/Daniel Mortier,4.08,fre,345.0,47,3,6/4/1998,Pocket,1998,20th,small
2504,The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,4.08,eng,51.0,85,2,10/10/1999,Express Publishing,1999,20th,small
2505,The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,4.08,eng,462.0,171,13,1/1/1988,W. W. Norton & Company,1988,20th,big
2506,The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,4.08,eng,517.0,663,52,8/1/2006,W. W. Norton & Company,2006,21th,big
2507,The Picture of Dorian Gray,Oscar Wilde/Joseph Bristow,4.08,eng,229.0,1089,78,11/1/2006,Oxford University Press  USA,2006,21th,small
2508,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet,3.95,eng,265.0,68,6,6/22/2000,Columbia University Press,2000,21th,small
2509,Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.38,eng,176.0,393,27,6/1/1982,Dover Publications,1982,20th,small
2510,The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,4.35,eng,333.0,524,40,10/11/2005,Touchstone,2005,21th,small
2512,NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,4.01,eng,208.0,238,10,1/13/1997,William Morrow Paperbacks,1997,20th,small
2513,The Illustrated Book of Ballet Stories (with CD),Barbara  Newman/Gill Tomblin/Darcey Bussell,4.18,eng,64.0,64,5,6/14/2000,DK Children,2000,21th,small
2514,Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss/Veronica Bennett,4.07,eng,144.0,155,14,1/13/2005,Grosset & Dunlap,2005,21th,small
2515,Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,4.06,eng,144.0,130,4,5/5/2005,Grosset & Dunlap,2005,21th,small
2517,Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,3.92,eng,144.0,93,8,8/3/2006,Grosset & Dunlap,2006,21th,small
2518,101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,4.00,eng,560.0,203,12,5/20/1975,Anchor,1975,20th,big
2519,Ballet for Dummies,Scott Speck/Evelyn Cisneros,4.01,eng,348.0,78,6,10/3/2003,For Dummies,2003,21th,small
2520,Time for Ballet,Adèle Geras/Shelagh McNicholas/Adèle Geras,3.72,eng,32.0,69,13,3/30/2004,Dial,2004,21th,small
2522,Angelina's Ballet Class,Katharine Holabird/Helen Craig,3.88,eng,24.0,73,1,1/19/2006,Grosset & Dunlap,2006,21th,small
